row,sen_number,participant
1281,2025SIR0016768,Webb County Detention (WCDC)
1282,2025SIR0016792,ERO New Orleans
1282,2025SIR0016792,Pine Prairie ICE Processing Center (PPC)
1283,2025SIR0016767,ERO Philadelphia
1283,2025SIR0016767,Moshannon Valley Processing Center (MVPC)
1284,2025SIR0016793,ERO San Antonio
1284,2025SIR0016793,ICE Health Service Corps (IHSC)
1284,2025SIR0016793,South Texas ICE Processing Center (STIPC)
1285,2025SIR0011867,ERO Harlingen
1285,2025SIR0011867,Port Isabel Detention Center (PIDC)
1286,2025SIR0016817,ERO Atlanta
1286,2025SIR0016817,Folkston ICE Processing Center (FDRIPC)
1287,2025SIR0016824,ERO Harlingen
1287,2025SIR0016824,El Valle Detention Facility (EVDF)
1288,2025SIR0011913,ERO Dallas
1288,2025SIR0011913,Eden Detention Center (EDC)
1289,2025SIR0016818,ERO New Orleans
1289,2025SIR0016818,Central Louisiana ICE Correctional Center (CLIPC)
1290,2025SIR0016834,ERO New Orleans
1290,2025SIR0016834,Washington County Detention Center (WCDC)
1291,2025SIR0016858,ERO Los Angeles
1291,2025SIR0016858,ERO Adelanto
1291,2025SIR0016858,Adelanto ICE Processing Center (APC)
1292,2025SIR0012002,ERO Seattle
1292,2025SIR0012002,ICE Health Service Corps (IHSC)
1292,2025SIR0012002,Northwest ICE Processing Center (NWPIC)
1293,2025SIR0016846,ERO Phoenix
1293,2025SIR0016846,Central Arizona Florence Correctional Complex (CAFCC)
1294,2025SIR0011955,ERO Seattle
1294,2025SIR0011955,ICE Health Service Corps (IHSC)
1294,2025SIR0011955,Northwest ICE Processing Center (NWPIC)
1295,2025SIR0016898,ERO Dallas
1295,2025SIR0016898,Bluebonnet Detention Center (BBDC)
1296,2025SIR0012058,ERO Houston
1296,2025SIR0012058,ICE Health Service Corps (IHSC)
1296,2025SIR0012058,Northwest ICE Processing Center (NWPIC)
1297,2025SIRO012056,ERO Los Angeles
1297,2025SIRO012056,ICE Health Service Corps (IHSC)
1297,2025SIRO012056,Desert View Facility (DVF)
1298,2025SIR0016912,ERO El Paso
1298,2025SIR0016912,ICE Health Service Corps (IHSC)
1298,2025SIR0016912,El Paso Processing Center (EPC)
1299,2025SIR0016882,ERO Harlingen
1299,2025SIR0016882,Webb County Detention (WCDC)
1300,2025SIR0016915,ERO Los Angeles
1300,2025SIR0016915,Adelanto ICE Processing Center (APC)
1301,2025SIR0016875,ERO New Orleans
1301,2025SIR0016875,Pine Prairie ICE Processing Center (PPC)
1302,2026SIR0005991,ERO Harlingen
1302,2026SIR0005991,El Valle Detention Facility (EVDF)
1303,2026SIR0006055,ERO Phoenix
1303,2026SIR0006055,Eloy Detention Center (EDC)
1304,2026SIR0006101,ERO Harlingen
1304,2026SIR0006101,ERO Laredo
1304,2026SIR0006101,Laredo Processing Center (LPC)
1305,2026SIR0006164,ERO Los Angeles
1305,2026SIR0006164,Adelanto ICE Processing Center (APC)
1306,2026SIR0006286,ERO Houston
1306,2026SIR0006286,ICE Health Service Corps (IHSC)
1307,2026SIR0006533,ERO Philadelphia
1307,2026SIR0006533,Moshannon Valley Processing Center (MVPC)
1308,2026SIR0006634,ERO San Francisco
1308,2026SIR0006634,California City ICE Processing Center (CCIPC)
1309,2026SIR0006660,ERO Philadelphia
1309,2026SIR0006660,Moshannon Valley Processing Center (MVPC)
1310,2026SIR0006675,ERO Phoenix
1310,2026SIR0006675,Florence Detention Center (FDC)
1311,2026SIR0006665,ERO San Antonio
1311,2026SIR0006665,ICE Health Service Corps (IHSC)
1311,2026SIR0006665,South Texas ICE Processing Center (STIPC)
1312,2026SIR0006733,ERO Chicago
1312,2026SIR0006733,ICE Health Service Corps (IHSC)
1312,2026SIR0006733,Miami Correctional Center (MCC)
1313,2026SIR0006760,ERO Chicago
1313,2026SIR0006760,ICE Health Service Corps (IHSC)
1313,2026SIR0006760,Miami Correctional Center (MCC)
1314,2026SIR0006770,ERO San Antonio
1314,2026SIR0006770,ICE Health Service Corps (IHSC)
1314,2026SIR0006770,South Texas ICE Processing Center (STIPC)
1315,2026SIR0006789,ERO Phoenix
1315,2026SIR0006789,ICE Health Service Corps (IHSC)
1315,2026SIR0006789,Eloy Detention Center (EDC)
1316,2026SIR0006817,ERO Atlanta
1316,2026SIR0006817,Stewart Detention Center (SDC)
1317,2026SIR0006818,ERO Dallas
1317,2026SIR0006818,Prairieland Detention Center (PDC)
1318,2026SIR0006754,ERO Los Angeles
1318,2026SIR0006754,ERO Santa Ana
1318,2026SIR0006754,Santa Ana Detention Center (SADC)
1319,2026SIR0006840,ERO Phoenix
1319,2026SIR0006840,ICE Health Service Corps (IHSC)
1319,2026SIR0006840,Eloy Detention Center (EDC)
1320,2026SIR0006846,ERO El Paso
1320,2026SIR0006846,Otero County Processing Center (OCPC)
1321,2026SIR0006875,ERO New Orleans
1321,2026SIR0006875,Central Louisiana ICE Correctional Center (CLIPC)
1322,2026SIR0006918,ERO Chicago
1322,2026SIR0006918,ICE Health Service Corps (IHSC)
1322,2026SIR0006918,Boone County Jail (BCJ)
1323,2026SIR0006920,ERO Chicago
1323,2026SIR0006920,ICE Health Service Corps (IHSC)
1323,2026SIR0006920,Miami Correctional Center (MCC)
1324,2026SIR0006927,ERO Los Angeles
1324,2026SIR0006927,Adelanto ICE Processing Center (APC)
1325,2026SIR0006891,ERO New Orleans
1325,2026SIR0006891,ICE Health Service Corps (IHSC)
1325,2026SIR0006891,Central Louisiana ICE Correctional Center (CLIPC)
1326,2026SIR0007055,ERO Atlanta
1326,2026SIR0007055,Stewart Detention Center (SDC)
1327,2026SIR0007138,ERO Dallas
1327,2026SIR0007138,Prairieland Detention Center (PDC)
1328,2026SIR0007177,ERO Los Angeles
1328,2026SIR0007177,ERO Adelanto
1328,2026SIR0007177,Adelanto ICE Processing Center (APC)
1329,2026SIR0007313,ERO New York
1329,2026SIR0007313,ICE Health Service Corps (IHSC)
1329,2026SIR0007313,Orange County Jail (OCJ)
1330,2026SIR0007355,ERO Atlanta
1330,2026SIR0007355,Folkston ICE Processing Center (FDRIPC)
1331,2026SIR0007351,ERO Chicago
1331,2026SIR0007351,ICE Health Service Corps (IHSC)
1331,2026SIR0007351,Miami Correctional Center (MCC)
1332,2026SIR0006912,ERO EI Paso
1332,2026SIR0006912,El Paso Processing Center (EPC)
1333,2026SIR0007360,ERO Harlingen
1333,2026SIR0007360,ICE Health Service Corps (IHSC)
1333,2026SIR0007360,Port Isabel Detention Center (PIDC)
1334,2026SIR0007325,ERO Miami
1334,2026SIR0007325,ICE Health Service Corps (IHSC)
1334,2026SIR0007325,Krome Service Processing Center (KSPC)
1335,2026SIR0007366,ERO Phoenix
1335,2026SIR0007366,Florence Detention Center (FDC)
1336,2026SIR0007397,ERO Atlanta
1336,2026SIR0007397,Stewart Detention Center (SDC)
1337,2026SIR0007555,ERO New York
1337,2026SIR0007555,Metropolitan Detention Center (MDC)
1338,2026SIR0007619,ERO Harlingen
1338,2026SIR0007619,Port Isabel Detention Center (PIDC)
1339,2026SIR0007622,ERO Harlingen
1339,2026SIR0007622,Port Isabel Detention Center (PIDC)
1340,2026SIR0007667,ERO Harlingen
1340,2026SIR0007667,ICE Health Service Corps (IHSC)
1340,2026SIR0007667,Port Isabel Detention Center (PIDC)
1341,2026SIR0007670,ERO Chicago
1341,2026SIR0007670,Chase County Jail (CCJ)
1342,2026SIR0007710,ERO Harlingen
1342,2026SIR0007710,ICE Health Service Corps (IHSC)
1342,2026SIR0007710,Port Isabel Detention Center (PIDC)
1343,2026SIR0007737,ERO Los Angeles
1343,2026SIR0007737,Adelanto ICE Processing Center (APC)
1344,2026SIR0007693,ERO Phoenix
1344,2026SIR0007693,Eloy Detention Center (EDC)
1345,2026SIR0007712,ERO Washington D.C.
1345,2026SIR0007712,Farmville Detention Center (FDC)
1346,2026SIR0007668,ERO Miami
1346,2026SIR0007668,Krome Service Processing Center (KSPC)
1347,2026SIR0007838,ERO San Antonio
1347,2026SIR0007838,South Texas ICE Processing Center (STIPC)
1348,2026SIR0007795,ERO Seattle
1348,2026SIR0007795,Northwest ICE Processing Center (NWPIC)
1349,2026SIR0007896,ERO Philadelphia
1349,2026SIR0007896,Moshannon Valley Processing Center (MVPC)
1350,2026SIR0007923,ERO San Antonio
1350,2026SIR0007923,South Texas ICE Processing Center (STIPC)
1351,2026SIR0007976,ERO San Antonio
1351,2026SIR0007976,South Texas ICE Processing Center (STIPC)
1352,2026SIR0007985,ERO Seattle
1352,2026SIR0007985,Northwest ICE Processing Center (NWPIC)
1353,2026SIR0008120,ERO EI Paso
1353,2026SIR0008120,El Paso Processing Center (EPC)
1354,2026SIR0008217,ERO Atlanta
1354,2026SIR0008217,Folkston ICE Processing Center (FDRIPC)
1355,2026SIR0008226,ERO Harlingen
1355,2026SIR0008226,Port Isabel Detention Center (PIDC)
1356,2026SIR0008222,ERO Phoenix
1356,2026SIR0008222,Central Arizona Florence Correctional Complex (CAFCC)
1357,2026SIR0008234,ERO Phoenix
1357,2026SIR0008234,Central Arizona Florence Correctional Complex (CAFCC)
1358,2026SIR0008257,ERO Salt Lake
1358,2026SIR0008257,Nevada Southern Detention Center (NSDC)
1359,2026SIR0008178,ERO Seattle
1359,2026SIR0008178,Northwest ICE Processing Center (NWPIC)
1360,2026SIR0008317,ERO El Paso
1360,2026SIR0008317,El Paso Processing Center (EPC)
1361,2026SIR0008262,ERO Los Angeles
1361,2026SIR0008262,Adelanto ICE Processing Center (APC)
1362,2026SIR0008243,ERO Miami
1362,2026SIR0008243,ICE Health Service Corps (IHSC)
1362,2026SIR0008243,Krome Service Processing Center (KSPC)
1363,2026SIR0008319,ERO Newark
1363,2026SIR0008319,Elizabeth Contract Detention Center (ECDF)
1364,2026SIR0008316,ERO San Diego
1364,2026SIR0008316,Otay Mesa Detention Center (OMDC)
1365,2026SIR0008369,ERO Phoenix
1365,2026SIR0008369,Central Arizona Florence Correctional Complex (CAFCC)
1366,2026SIR0008423,ERO Harlingen
1366,2026SIR0008423,ICE Health Service Corps (IHSC)
1366,2026SIR0008423,Port Isabel Detention Center (PIDC)
1367,2026SIR0008406,ERO New Orleans
1367,2026SIR0008406,Jackson Parish Correctional Center (JPCC)
1368,2026SIR0008409,ERO Phoenix
1368,2026SIR0008409,Central Arizona Florence Correctional Complex (CAFCC)
1369,2026SIR0008425,ERO Phoenix
1369,2026SIR0008425,Central Arizona Florence Correctional Complex (CAFCC)
1370,2026SIR0008441,ERO Chicago
1370,2026SIR0008441,Miami Correctional Center (MCC)
1371,2026SIR0008510,ERO Atlanta
1371,2026SIR0008510,Folkston ICE Processing Center (FDRIPC)
1372,2026SIR0008468,ERO Philadelphia
1372,2026SIR0008468,Moshannon Valley Processing Center (MVPC)
1373,2026SIR0008495,ERO San Francisco
1373,2026SIR0008495,Golden State Annex (GSA)
1374,2026SIR0008550,ERO Harlingen
1374,2026SIR0008550,Port Isabel Detention Center (PIDC)
1375,2026SIR0008471,ERO New Orleans
1375,2026SIR0008471,River Correctional Center (RCC)
1376,2026SIR0008557,ERO New Orleans
1376,2026SIR0008557,South Louisiana ICE Processing Center (SLIPC)
1377,2026SIR0008555,ERO Phoenix
1377,2026SIR0008555,Florence Detention Center (FDC)
1378,2026SIR0008595,ERO San Antonio
1378,2026SIR0008595,South Texas ICE Processing Center (STIPC)
1379,2026SIR0008581,ERO Atlanta
1379,2026SIR0008581,Folkston ICE Processing Center (FDRIPC)
1380,2026SIR0008605,ERO Chicago
1380,2026SIR0008605,ICE Health Service Corps (IHSC)
1380,2026SIR0008605,Miami Correctional Center (MCC)
1381,2026SIR0008604,ERO Chicago
1381,2026SIR0008604,ICE Health Service Corps (IHSC)
1381,2026SIR0008604,Miami Correctional Center (MCC)
1382,2026SIR0008621,ERO Miami
1382,2026SIR0008621,Krome Service Processing Center (KSPC)
1383,2026SIR0008559,ERO Seattle
1383,2026SIR0008559,Northwest ICE Processing Center (NWPIC)
1384,2026SIR0008714,ERO Phoenix
1384,2026SIR0008714,Florence Detention Center (FDC)
1384,2026SIR0008714,Arizona Removal Operations Coordination Center (AROCC)
1384,2026SIR0008714,Mesa Fire Department (MFD)
1385,2026SIR0008802,ERO Miami
1385,2026SIR0008802,Broward Transitional Center (BTC)
1385,2026SIR0008802,Krome Service Processing Center (KSPC)
1386,2026SIR0004254,ERO Atlanta
1386,2026SIR0004254,Folkston ICE Processing Center (FDRIPC)
1387,2026SIR0004312,ERO Harlingen
1387,2026SIR0004312,ICE Health Service Corps (IHSC)
1387,2026SIR0004312,Port Isabel Detention Center (PIDC)
1388,2026SIR0004364,ERO Harlingen
1388,2026SIR0004364,El Valle Detention Facility (EVDF)
1389,2026SIR0004372,ERO Atlanta
1389,2026SIR0004372,Stewart Detention Center (SDC)
1390,2026SIR0004386,ERO Atlanta
1390,2026SIR0004386,Folkston ICE Processing Center (FDRIPC)
1391,2026SIR0004397,ERO Atlanta
1391,2026SIR0004397,Folkston ICE Processing Center (FDRIPC)
1392,2026SIR0004385,ERO Dallas
1392,2026SIR0004385,Prairieland Detention Center (PDC)
1393,2026SIR0004373,ERO Harlingen
1393,2026SIR0004373,ICE Health Service Corps (IHSC)
1393,2026SIR0004373,Port Isabel Detention Center (PIDC)
1394,2026SIR0004412,ERO Harlingen
1394,2026SIR0004412,El Valle Detention Facility (EVDF)
1395,2026SIR0004089,ERO Seattle
1395,2026SIR0004089,ICE Health Service Corps (IHSC)
1395,2026SIR0004089,Northwest ICE Processing Center (NWPIC)
1396,2026SIR0004485,ERO Los Angeles
1396,2026SIR0004485,Adelanto ICE Processing Center (APC)
1397,2026SIR0004459,ERO Los Angeles
1397,2026SIR0004459,ICE Health Service Corps (IHSC)
1397,2026SIR0004459,Adelanto ICE Processing Center (APC)
1398,2026SIR0004458,ERO Boston
1398,2026SIR0004458,Strafford County Department of Corrections (SCDOC)
1399,2026SIR0004567,ERO Chicago
1399,2026SIR0004567,ICE Health Service Corps (IHSC)
1399,2026SIR0004567,Miami Correctional Center (MCC)
1400,2026SIR0004489,ERO Miami
1400,2026SIR0004489,ICE Health Service Corps (IHSC)
1400,2026SIR0004489,Krome Service Processing Center (KSPC)
1401,2026SIR0004576,ERO Philadelphia
1401,2026SIR0004576,Pike County Correctional Facility (PCCF)
1402,2026SIR0004593,ERO San Francisco
1402,2026SIR0004593,ICE Health Service Corps (IHSC)
1402,2026SIR0004593,ICE Office of the Principal Legal Advisor (OPLA)
1402,2026SIR0004593,California City ICE Processing Center (CCIPC)
1403,2026SIR0004607,ERO Atlanta
1403,2026SIR0004607,Folkston ICE Processing Center (FDRIPC)
1404,2026SIR0004650,ERO Philadelphia
1404,2026SIR0004650,Moshannon Valley Processing Center (MVPC)
1405,2026SIR0004807,ERO Harlingen
1405,2026SIR0004807,El Valle Detention Facility (EVDF)
1406,2026SIR0004836,ERO Philadelphia
1406,2026SIR0004836,Moshannon Valley Processing Center (MVPC)
1407,2026SIR0004984,ERO Atlanta
1407,2026SIR0004984,Stewart Detention Center (SDC)
1408,2026SIR0004947,ERO Atlanta
1408,2026SIR0004947,Folkston ICE Processing Center (FDRIPC)
1409,2026SIR0004972,ERO Washington D.C.
1409,2026SIR0004972,Farmville Detention Center (FDC)
1410,2026SIR0005059,ERO Harlingen
1410,2026SIR0005059,ICE Health Service Corps (IHSC)
1410,2026SIR0005059,Port Isabel Detention Center (PIDC)
1411,2026SIR0005080,ERO Miami
1411,2026SIR0005080,ICE Health Service Corps (IHSC)
1411,2026SIR0005080,Krome Service Processing Center (KSPC)
1412,2026SIR0005082,ERO Miami
1412,2026SIR0005082,ICE Health Service Corps (IHSC)
1412,2026SIR0005082,Krome Service Processing Center (KSPC)
1413,2026SIR0005090,ERO Chicago
1413,2026SIR0005090,Miami Correctional Center (MCC)
1414,2026SIR0005103,ERO Detroit
1414,2026SIR0005103,Calhoun County Jail (CCJ)
1415,2026SIR0005091,ERO Miami
1415,2026SIR0005091,ICE Health Service Corps (IHSC)
1415,2026SIR0005091,Krome Service Processing Center (KSPC)
1416,2026SIR0005092,ERO Miami
1416,2026SIR0005092,ICE Health Service Corps (IHSC)
1416,2026SIR0005092,Krome Service Processing Center (KSPC)
1417,2026SIR0005151,ERO Chicago
1417,2026SIR0005151,Miami Correctional Center (MCC)
1418,2025SIR0005170,ERO Dallas
1418,2025SIR0005170,Bluebonnet Detention Center (BBDC)
1419,2026SIR0005138,ERO Philadelphia
1419,2026SIR0005138,Moshannon Valley Processing Center (MVPC)
1420,2026SIR0005191,ERO Atlanta
1420,2026SIR0005191,Stewart Detention Center (SDC)
1421,2026SIR0005208,ERO Philadelphia
1421,2026SIR0005208,Moshannon Valley Processing Center (MVPC)
1422,2026SIR0005229,ERO Phoenix
1422,2026SIR0005229,Florence Detention Center (FDC)
1423,2026SIR0005250,ERO Philadelphia
1423,2026SIR0005250,Moshannon Valley Processing Center (MVPC)
1424,2026SIR0005254,ERO Washington D.C.
1424,2026SIR0005254,Farmville Detention Center (FDC)
1425,2026SIR0005290,ERO San Antonio
1425,2026SIR0005290,ICE Health Service Corps (IHSC)
1425,2026SIR0005290,South Texas ICE Processing Center (STIPC)
1426,2026SIR0005315,ERO Philadelphia
1426,2026SIR0005315,Moshannon Valley Processing Center (MVPC)
1427,2026SIR0005314,ERO Philadelphia
1427,2026SIR0005314,Moshannon Valley Processing Center (MVPC)
1428,2026SIR0005348,ERO Dallas
1428,2026SIR0005348,Cimarron Correctional Facility (CCF)
1429,2026SIR0005369,ERO Atlanta
1429,2026SIR0005369,Folkston ICE Processing Center (FDRIPC)
1430,2026SIR0005421,ERO Atlanta
1430,2026SIR0005421,Folkston ICE Processing Center (FDRIPC)
1431,2026SIR0005418,ERO Saint Paul
1431,2026SIR0005418,Nebraska Department of Corrections McCook Work Ethic Camp (WEC)
1432,2026SIR0005501,ERO Harlingen
1432,2026SIR0005501,ICE Health Service Corps (IHSC)
1432,2026SIR0005501,Port Isabel Detention Center (PIDC)
1433,2026SIR0005506,ERO San Francisco
1433,2026SIR0005506,California City ICE Processing Center (CCIPC)
1434,2026SIR0005467,ERO Dallas
1434,2026SIR0005467,Bluebonnet Detention Center (BBDC)
1435,2026SIR0005544,ERO Atlanta
1435,2026SIR0005544,Stewart Detention Center (SDC)
1436,2026SIR0005559,ERO Chicago
1436,2026SIR0005559,Miami Correctional Center (MCC)
1437,2026SIR0005557,ERO Harlingen
1437,2026SIR0005557,ICE Health Service Corps (IHSC)
1437,2026SIR0005557,Port Isabel Detention Center (PIDC)
1438,2026SIR0005529,ERO New Orleans
1438,2026SIR0005529,Western Tennessee Detention Facility (WTDF)
1439,2026SIR0005552,ERO Philadelphia
1439,2026SIR0005552,Moshannon Valley Processing Center (MVPC)
1440,2026SIR0005565,ERO Harlingen
1440,2026SIR0005565,Port Isabel Detention Center (PIDC)
1441,2026SIR0005591,ERO Philadelphia
1441,2026SIR0005591,Moshannon Valley Processing Center (MVPC)
1442,2026SIR0005585,ERO San Antonio
1442,2026SIR0005585,ICE Health Service Corps (IHSC)
1442,2026SIR0005585,South Texas ICE Processing Center (STIPC)
1443,2026SIR0005619,ERO Harlingen
1443,2026SIR0005619,Port Isabel Detention Center (PIDC)
1444,2026SIR0005620,ERO Harlingen
1444,2026SIR0005620,Port Isabel Detention Center (PIDC)
1445,2026SIR0005621,ERO Harlingen
1445,2026SIR0005621,Port Isabel Detention Center (PIDC)
1446,2026SIR0005610,ERO Philadelphia
1446,2026SIR0005610,Federal Detention Center (FDC)
1447,2026SIR0005653,ERO Chicago
1447,2026SIR0005653,Miami Correctional Center (MCC)
1448,2026SIR0005607,ERO Chicago
1448,2026SIR0005607,Miami Correctional Center (MCC)
1449,2026SIR0005642,ERO Houston
1449,2026SIR0005642,Montgomery Processing Center (MPC)
1450,2026SIR0005658,ERO Los Angeles
1450,2026SIR0005658,Adelanto ICE Processing Center (APC)
1451,2026SIR0005639,ERO New Orleans
1451,2026SIR0005639,Central Louisiana ICE Correctional Center (CLIPC)
1452,2026SIR0005751,ERO Washington D.C.
1452,2026SIR0005751,Farmville Detention Center (FDC)
1453,2026SIR0005792,ERO Harlingen
1453,2026SIR0005792,El Valle Detention Facility (EVDF)
1454,2026SIR0005795,ERO Miami
1454,2026SIR0005795,ICE Health Service Corps (IHSC)
1454,2026SIR0005795,Glades County Detention Center (GCDC)
1455,2026SIR0005841,ERO Phoenix
1455,2026SIR0005841,ICE Health Service Corps (IHSC)
1455,2026SIR0005841,Eloy Detention Center (EDC)
1456,2026SIR0005914,ERO Los Angeles
1456,2026SIR0005914,Adelanto ICE Processing Center (APC)
1457,2026SIR0005863,ERO San Antonio
1457,2026SIR0005863,T. Don Hutto Detention Center (TDHDC)
1458,2026SIR0005887,ERO San Antonio
1458,2026SIR0005887,South Texas ICE Processing Center (STIPC)
1459,2026SIR0005967,ERO San Antonio
1459,2026SIR0005967,South Texas ICE Processing Center (STIPC)
1460,2026SIR0005930,ERO San Antonio
1460,2026SIR0005930,ICE Health Service Corps (IHSC)
1460,2026SIR0005930,T. Don Hutto Detention Center (TDHDC)
